"X","dt_event","n","Time","Median","LI","LS","LIb","LSb","projecao","DRS","virus","base"
78,2023-10-06,11,12,36,9,98,26,50,"Previsto","BAURU","srag",2023-10-06
307,2023-10-03,11,12,14,2,70.025,8,23,"Previsto","BAURU","covid",2023-10-11
78,2023-10-11,11,12,21,4.975,59.025,13,30,"Previsto","BAURU","srag",2023-10-11
309,2023-10-11,11,12,14,2.975,74,9,24,"Previsto","BAURU","covid",2023-10-18
78,2023-10-18,11,12,22,4,65,14.75,32,"Previsto","BAURU","srag",2023-10-18
310,2023-10-20,11,12,23,5,119.025,14.75,38,"Previsto","BAURU","covid",2023-10-20
78,2023-10-20,11,12,39,13,108,28,54,"Previsto","BAURU","srag",2023-10-20
310,2023-10-17,11,12,34,6,242.025,21,57,"Previsto","BAURU","covid",2023-10-25
78,2023-10-25,11,12,22,4,69.025,14,33,"Previsto","BAURU","srag",2023-10-25
310,2023-10-25,11,12,26.5,3,146.075,15,44,"Previsto","BAURU","covid",2023-11-01
78,2023-11-01,11,12,31,6,84.025,20,44,"Previsto","BAURU","srag",2023-11-01
310,2023-11-01,11,12,17,1.975,58,9,26,"Previsto","BAURU","covid",2023-11-08
78,2023-11-01,11,12,40,12.975,98,28,55,"Previsto","BAURU","srag",2023-11-08
310,2023-11-04,11,12,24,3,70,14,34,"Previsto","BAURU","covid",2023-11-13
78,2023-11-13,11,12,62,19,180.025,43,85.25,"Previsto","BAURU","srag",2023-11-13
310,2023-11-22,11,12,2,0,14,1,5,"Previsto","BAURU","covid",2023-11-29
78,2023-11-29,11,12,9,1,33,5,15,"Previsto","BAURU","srag",2023-11-29
310,2023-11-28,11,12,9,1,40.0749999999999,6,16,"Previsto","BAURU","covid",2023-12-06
78,2023-12-06,11,12,8,0,30,4,14,"Previsto","BAURU","srag",2023-12-06
310,2023-12-06,11,12,4,0,21,2,8,"Previsto","BAURU","covid",2023-12-13
78,2023-12-13,11,12,13,3,34,9,18,"Previsto","BAURU","srag",2023-12-13
310,2023-12-09,11,12,5,0,22,2,8.25,"Previsto","BAURU","covid",2023-12-20
78,2023-12-13,11,12,20,7,50.025,15,27,"Previsto","BAURU","srag",2023-12-20
309,2023-12-23,11,12,2,0,9,0,3,"Previsto","BAURU","covid",2023-12-27
78,2023-12-20,11,12,25,10,60.05,20,33,"Previsto","BAURU","srag",2023-12-27
309,2023-12-30,11,12,1,0,8.02499999999998,0,2,"Previsto","BAURU","covid",2024-01-03
78,2023-12-31,11,12,23,9,55.025,17,30,"Previsto","BAURU","srag",2024-01-03
310,2024-01-09,11,12,1,0,6.02499999999998,0,2,"Previsto","BAURU","covid",2024-01-17
78,2024-01-10,11,12,15,4,34.025,11,21,"Previsto","BAURU","srag",2024-01-17
310,2024-01-24,11,12,2,0,15.025,1,5,"Previsto","BAURU","covid",2024-01-31
78,2024-01-24,11,12,13,3,26,9,17,"Previsto","BAURU","srag",2024-01-31
641,2024-01-24,NA,11,3,0,19,1,6,"Previsto","BAURU","covid",2024-02-07
161,2024-01-31,NA,12,10,3,22.025,7,14,"Previsto","BAURU","srag",2024-02-07
639,2024-02-03,NA,11,4,0,26.05,2,8,"Previsto","BAURU","covid",2024-02-14
161,2024-02-14,NA,12,5,0,15,3,8,"Previsto","BAURU","srag",2024-02-14
639,2024-02-14,NA,11,6,0,27.025,3,10,"Previsto","BAURU","covid",2024-02-21
161,2024-02-14,NA,12,10,2,22.025,7,13,"Previsto","BAURU","srag",2024-02-21
639,2024-02-17,NA,11,6,0,33.025,3,11,"Previsto","BAURU","covid",2024-02-28
161,2024-02-28,NA,12,21,7,53,15,29,"Previsto","BAURU","srag",2024-02-28
307,2024-02-28,11,12,6,0,23,3,9,"Previsto","BAURU","covid",2024-03-06
78,2024-03-06,11,12,89.5,28,327.075,64,137,"Previsto","BAURU","srag",2024-03-06
307,2024-03-06,11,12,22,3,84.05,14,34,"Previsto","BAURU","covid",2024-03-13
77,2024-03-06,11,12,54,7.975,202.125,32,86,"Previsto","BAURU","srag",2024-03-13
639,2024-03-18,NA,12,7,0,48,3,13,"Previsto","BAURU","covid",2024-03-18
161,2024-03-18,NA,12,25,1,188.05,11,53,"Previsto","BAURU","srag",2024-03-18
640,2024-03-19,NA,12,11,1,48,5.75,18,"Previsto","BAURU","covid",2024-03-20
161,2024-03-20,NA,12,32,3,154.075,16,56,"Previsto","BAURU","srag",2024-03-20
640,2024-03-20,NA,12,21,5,68,14,30,"Previsto","BAURU","covid",2024-03-27
161,2024-03-27,NA,12,44,6,149.05,25,72.25,"Previsto","BAURU","srag",2024-03-27
640,2024-03-26,NA,12,9,0,44.025,5,16,"Previsto","BAURU","covid",2024-04-10
161,2024-04-03,NA,12,81,25.975,232,59,111,"Previsto","BAURU","srag",2024-04-10
640,2024-03-28,NA,12,11,0,42.025,5,17,"Previsto","BAURU","covid",2024-04-17
161,2024-04-11,NA,12,36,4,127,21,58,"Previsto","BAURU","srag",2024-04-17
639,2024-04-13,NA,12,3,0,18,1,5.25,"Previsto","BAURU","covid",2024-04-24
161,2024-04-21,NA,12,68,21,164.025,47,92,"Previsto","BAURU","srag",2024-04-24
640,2024-04-27,NA,11,3,0,16,1,6,"Previsto","BAURU","covid",2024-05-08
161,2024-05-03,NA,12,41,15,90,31,52,"Previsto","BAURU","srag",2024-05-08
635,2024-05-03,NA,11,1,0,10,0,2,"Previsto","BAURU","covid",2024-05-15
161,2024-05-15,NA,12,20,3,57.025,12,31,"Previsto","BAURU","srag",2024-05-15
635,2024-05-07,NA,11,1,0,7.02499999999998,0,2,"Previsto","BAURU","covid",2024-05-23
161,2024-05-15,NA,12,44,16,82.025,33,53,"Previsto","BAURU","srag",2024-05-23
630,2024-05-21,NA,10,0,0,3,0,1,"Previsto","BAURU","covid",2024-05-29
161,2024-05-22,NA,12,43,22,76.025,35,54,"Previsto","BAURU","srag",2024-05-29
629,2024-05-24,NA,11,0,0,4,0,1,"Previsto","BAURU","covid",2024-06-05
161,2024-05-29,NA,12,43,20,76.025,34,53,"Previsto","BAURU","srag",2024-06-05
629,2024-05-30,NA,11,1,0,28,0,4,"Previsto","BAURU","covid",2024-06-12
161,2024-06-08,NA,12,41,11,105,29,56,"Previsto","BAURU","srag",2024-06-12
628,2024-06-13,NA,11,2,0,13,0,4,"Previsto","BAURU","covid",2024-06-26
162,2024-06-26,NA,12,32,7,92.05,21,47,"Previsto","BAURU","srag",2024-06-26
628,2024-06-13,NA,11,2,0,13,0,4,"Previsto","BAURU","covid",2024-07-04
162,2024-06-29,NA,12,60,24,156.1,46,79,"Previsto","BAURU","srag",2024-07-04
627,2024-07-05,NA,12,2,0,16,1,4,"Previsto","BAURU","covid",2024-07-23
162,2024-07-20,NA,12,33,6.975,115.1,20,49,"Previsto","BAURU","srag",2024-07-23
618,2024-07-30,NA,12,3,0,18,1,5,"Previsto","BAURU","covid",2024-08-14
162,2024-08-07,NA,12,40,11,120.05,27,59,"Previsto","BAURU","srag",2024-08-14
619,2024-08-02,NA,12,2,0,18.025,1,5,"Previsto","BAURU","covid",2024-08-21
162,2024-08-16,NA,12,35,11,93,25,50,"Previsto","BAURU","srag",2024-08-21
618,2024-08-22,NA,12,8,0,80.1249999999999,4,17,"Previsto","BAURU","covid",2024-08-28
162,2024-08-29,NA,12,50,14,148.025,35,68,"Previsto","BAURU","srag",2024-08-28
619,2024-08-27,NA,12,19,1,219.175,10,37,"Previsto","BAURU","covid",2024-09-03
162,2024-08-27,NA,12,75,25,206,53,104,"Previsto","BAURU","srag",2024-09-03
618,2024-09-03,NA,12,11,0,71,3,27,"Previsto","BAURU","covid",2024-09-11
162,2024-09-05,NA,12,83,28,184.025,63,109,"Previsto","BAURU","srag",2024-09-11
619,2024-09-10,NA,12,4,0,43.1249999999999,1,9,"Previsto","BAURU","covid",2024-09-18
162,2024-09-18,NA,12,11,1,39.025,6.75,18,"Previsto","BAURU","srag",2024-09-18
620,2024-09-18,NA,12,3,0,37.025,1,7,"Previsto","BAURU","covid",2024-09-25
162,2024-09-26,NA,12,23,6,68.025,15,36,"Previsto","BAURU","srag",2024-09-25
621,2024-09-25,NA,12,6,0,54,2,12,"Previsto","BAURU","covid",2024-10-02
162,2024-09-25,NA,12,69,28.975,181.125,51.75,91,"Previsto","BAURU","srag",2024-10-02
323,2023-05-23,11,12,9,2,28,6,14,"Previsto","CAMPINAS","covid",2023-05-31
91,2023-05-31,11,12,178,113.975,257.125,155.75,203,"Previsto","CAMPINAS","srag",2023-05-31
323,2023-05-30,11,12,8,1,25,5,11,"Previsto","CAMPINAS","covid",2023-06-06
91,2023-06-06,11,12,193.5,111,325.025,160,223,"Previsto","CAMPINAS","srag",2023-06-06
323,2023-06-07,11,12,8,2,27,5,12,"Previsto","CAMPINAS","covid",2023-06-14
91,2023-06-14,11,12,125,55,201.025,97,152,"Previsto","CAMPINAS","srag",2023-06-14
321,2023-06-13,11,12,10,2,37,7,15,"Previsto","CAMPINAS","covid",2023-06-20
91,2023-06-20,11,12,168,96.95,264,143,196,"Previsto","CAMPINAS","srag",2023-06-20
323,2023-07-05,11,12,8,2,20.025,5,11,"Previsto","CAMPINAS","covid",2023-07-06
91,2023-06-29,11,12,182,108,354.1,152,215,"Previsto","CAMPINAS","srag",2023-07-06
323,2023-07-12,11,12,10,2,28,7,14,"Previsto","CAMPINAS","covid",2023-07-19
91,2023-07-19,11,12,49,15,116.025,35,69,"Previsto","CAMPINAS","srag",2023-07-19
323,2023-07-14,11,12,12,3,36,9,18,"Previsto","CAMPINAS","covid",2023-07-25
91,2023-07-25,11,12,47,17,107.025,33,63,"Previsto","CAMPINAS","srag",2023-07-25
323,2023-08-01,11,12,10,2,27,6,13.25,"Previsto","CAMPINAS","covid",2023-08-02
91,2023-08-02,11,12,66,28,139,52,85,"Previsto","CAMPINAS","srag",2023-08-02
322,2023-08-05,11,12,8,1,24,5,12,"Previsto","CAMPINAS","covid",2023-08-08
91,2023-08-08,11,12,77.5,31,173,59,101,"Previsto","CAMPINAS","srag",2023-08-08
321,2023-08-16,11,12,11,3,39.025,8,16,"Previsto","CAMPINAS","covid",2023-08-16
91,2023-08-16,11,12,103,43,235.125,78,138,"Previsto","CAMPINAS","srag",2023-08-16
322,2023-08-22,11,12,12,3,34.025,8,17,"Previsto","CAMPINAS","covid",2023-08-23
91,2023-08-23,11,12,74,19.975,180,50,104,"Previsto","CAMPINAS","srag",2023-08-23
323,2023-08-30,11,12,17,5,43,12,22,"Previsto","CAMPINAS","covid",2023-08-30
91,2023-08-30,11,12,100,38.975,204.025,74.75,129,"Previsto","CAMPINAS","srag",2023-08-30
323,2023-09-06,11,12,14,4,35,10,20,"Previsto","CAMPINAS","covid",2023-09-06
91,2023-09-06,11,12,60,20,126.05,44,78,"Previsto","CAMPINAS","srag",2023-09-06
323,2023-09-19,11,12,17,5,39,12,23,"Previsto","CAMPINAS","covid",2023-09-19
91,2023-09-19,11,12,80,36.975,169.025,63,101,"Previsto","CAMPINAS","srag",2023-09-19
323,2023-09-27,11,12,26,10,53,20,34,"Previsto","CAMPINAS","covid",2023-09-27
91,2023-09-27,11,12,98,54.975,157.025,82,116.25,"Previsto","CAMPINAS","srag",2023-09-27
321,2023-10-05,11,12,43,15.975,92.025,33,56,"Previsto","CAMPINAS","covid",2023-10-06
91,2023-10-06,11,12,96,44,156.05,76,116,"Previsto","CAMPINAS","srag",2023-10-06
320,2023-10-11,11,12,46,19.975,77.025,35,55,"Previsto","CAMPINAS","covid",2023-10-11
91,2023-10-11,11,12,144,84.95,256.025,121,169,"Previsto","CAMPINAS","srag",2023-10-11
322,2023-10-18,11,12,20.5,3,70,12,33,"Previsto","CAMPINAS","covid",2023-10-18
91,2023-10-18,11,12,106,56,175.05,88,126,"Previsto","CAMPINAS","srag",2023-10-18
323,2023-10-13,11,12,35,6.975,78.025,22,48,"Previsto","CAMPINAS","covid",2023-10-20
91,2023-10-20,11,12,153,96.975,254.05,133,181,"Previsto","CAMPINAS","srag",2023-10-20
323,2023-10-24,11,12,37,9,97.025,26,52,"Previsto","CAMPINAS","covid",2023-10-25
91,2023-10-25,11,12,114,42.975,197.025,89,137,"Previsto","CAMPINAS","srag",2023-10-25
323,2023-11-01,11,12,49.5,16,97.025,36,64,"Previsto","CAMPINAS","covid",2023-11-01
91,2023-11-01,11,12,155,86,254.025,132,184,"Previsto","CAMPINAS","srag",2023-11-01
323,2023-11-08,11,12,26,7,66,19,37,"Previsto","CAMPINAS","covid",2023-11-08
91,2023-11-08,11,12,108,43.95,198.025,85,136,"Previsto","CAMPINAS","srag",2023-11-08
323,2023-11-11,11,12,31,6,94.025,19,45,"Previsto","CAMPINAS","covid",2023-11-13
91,2023-11-06,11,12,153.5,71.975,248.025,123,182,"Previsto","CAMPINAS","srag",2023-11-13
323,2023-11-29,11,12,16,2,55,10,25,"Previsto","CAMPINAS","covid",2023-11-29
91,2023-11-29,11,12,62,23,124.025,48,81.25,"Previsto","CAMPINAS","srag",2023-11-29
323,2023-12-05,11,12,14,1,47.025,8.75,22,"Previsto","CAMPINAS","covid",2023-12-06
91,2023-12-06,11,12,55,24,105.025,44,69,"Previsto","CAMPINAS","srag",2023-12-06
323,2023-12-06,11,12,19,3,49,12,27,"Previsto","CAMPINAS","covid",2023-12-13
91,2023-12-13,11,12,40,18,81,30.75,50.25,"Previsto","CAMPINAS","srag",2023-12-13
323,2023-12-12,11,12,7,0,28,4,12,"Previsto","CAMPINAS","covid",2023-12-20
91,2023-12-20,11,12,48,22,89,38.75,59,"Previsto","CAMPINAS","srag",2023-12-20
322,2023-12-20,11,12,3,0,13,1,6,"Previsto","CAMPINAS","covid",2023-12-27
91,2023-12-27,11,12,39,16.975,71,30.75,49,"Previsto","CAMPINAS","srag",2023-12-27
322,2023-12-27,11,12,2,0,9,1,3,"Previsto","CAMPINAS","covid",2024-01-03
91,2024-01-03,11,12,36,15.975,63,29,44,"Previsto","CAMPINAS","srag",2024-01-03
323,2024-01-10,11,12,4,0,15,2,6,"Previsto","CAMPINAS","covid",2024-01-17
91,2024-01-10,11,12,36,16.975,64,28,44,"Previsto","CAMPINAS","srag",2024-01-17
323,2024-01-23,11,12,7,1,41,3.75,12,"Previsto","CAMPINAS","covid",2024-01-31
91,2024-01-31,11,12,42,19,74,33,51,"Previsto","CAMPINAS","srag",2024-01-31
668,2024-01-31,NA,12,10,1,44,5,17,"Previsto","CAMPINAS","covid",2024-02-07
188,2024-01-31,NA,12,54,31,103,45,67,"Previsto","CAMPINAS","srag",2024-02-07
666,2024-02-08,NA,12,9,1,32.025,5,15,"Previsto","CAMPINAS","covid",2024-02-14
188,2024-02-08,NA,12,93,48,189,74,117,"Previsto","CAMPINAS","srag",2024-02-14
666,2024-02-14,NA,12,42,14,153.075,30,60.25,"Previsto","CAMPINAS","covid",2024-02-21
188,2024-02-14,NA,12,139,71,322.15,112,183,"Previsto","CAMPINAS","srag",2024-02-21
666,2024-02-21,NA,12,191.5,62.95,716.2,133,293,"Previsto","CAMPINAS","covid",2024-02-28
188,2024-02-21,NA,12,276,131,593.05,214,352,"Previsto","CAMPINAS","srag",2024-02-28
320,2024-03-06,11,12,179,44.975,737.05,121,262.25,"Previsto","CAMPINAS","covid",2024-03-06
91,2024-02-28,11,12,547.5,211.975,1868.45,394,766,"Previsto","CAMPINAS","srag",2024-03-06
320,2024-03-13,11,12,62,5,363.1,27,129,"Previsto","CAMPINAS","covid",2024-03-13
90,2024-03-13,11,12,321,142.975,661.075,249,415.25,"Previsto","CAMPINAS","srag",2024-03-13
666,2024-03-16,NA,12,19,2,105.025,9.75,37,"Previsto","CAMPINAS","covid",2024-03-18
188,2024-03-11,NA,12,32,2.975,193.05,16,62,"Previsto","CAMPINAS","srag",2024-03-18
667,2024-03-13,NA,12,52.5,11,208.05,31,83,"Previsto","CAMPINAS","covid",2024-03-20
188,2024-03-13,NA,12,121.5,37,314.375,84,171.25,"Previsto","CAMPINAS","srag",2024-03-20
667,2024-03-20,NA,12,42,11,145.1,27,64,"Previsto","CAMPINAS","covid",2024-03-27
188,2024-03-20,NA,12,202,91.975,401.125,160.75,249,"Previsto","CAMPINAS","srag",2024-03-27
667,2024-04-02,NA,12,30,7,112.075,20,46,"Previsto","CAMPINAS","covid",2024-04-10
188,2024-04-03,NA,12,269,108.95,604.2,208,343.25,"Previsto","CAMPINAS","srag",2024-04-10
667,2024-04-11,NA,12,15,3,59,9,23,"Previsto","CAMPINAS","covid",2024-04-17
188,2024-04-11,NA,12,140,39.975,374.075,95,196,"Previsto","CAMPINAS","srag",2024-04-17
666,2024-04-20,NA,12,23,4,76.05,15,34,"Previsto","CAMPINAS","covid",2024-04-24
188,2024-04-15,NA,12,300,135.975,600.075,237,372.25,"Previsto","CAMPINAS","srag",2024-04-24
667,2024-05-01,NA,12,8,1,21,5,12,"Previsto","CAMPINAS","covid",2024-05-08
188,2024-05-03,NA,12,82.5,10,311.15,43,148,"Previsto","CAMPINAS","srag",2024-05-08
662,2024-05-01,NA,12,13,4,28,10,18,"Previsto","CAMPINAS","covid",2024-05-15
188,2024-05-08,NA,12,214,110,388,173,269,"Previsto","CAMPINAS","srag",2024-05-15
662,2024-05-14,NA,12,3,0,13,1,5,"Previsto","CAMPINAS","covid",2024-05-23
188,2024-05-15,NA,12,135,61,246.025,105,173,"Previsto","CAMPINAS","srag",2024-05-23
657,2024-05-21,NA,12,3,0,12,1,5,"Previsto","CAMPINAS","covid",2024-05-29
188,2024-05-22,NA,12,150,77,312.025,120,182,"Previsto","CAMPINAS","srag",2024-05-29
656,2024-05-29,NA,12,3,0,13,2,6,"Previsto","CAMPINAS","covid",2024-06-05
188,2024-05-29,NA,12,101,51,203.025,81,125,"Previsto","CAMPINAS","srag",2024-06-05
656,2024-05-29,NA,12,4,0,14,2,6,"Previsto","CAMPINAS","covid",2024-06-12
188,2024-06-08,NA,12,151,76.975,295.05,123,185,"Previsto","CAMPINAS","srag",2024-06-12
655,2024-06-19,NA,12,23,5,81,14,34,"Previsto","CAMPINAS","covid",2024-06-26
189,2024-06-19,NA,12,283,161.925,521.025,235,340,"Previsto","CAMPINAS","srag",2024-06-26
655,2024-06-29,NA,12,17,4,54.025,11,24,"Previsto","CAMPINAS","covid",2024-07-04
189,2024-06-29,NA,12,248,141.975,428.075,212,299,"Previsto","CAMPINAS","srag",2024-07-04
654,2024-07-20,NA,12,4,0,20,1,7,"Previsto","CAMPINAS","covid",2024-07-23
189,2024-07-16,NA,12,123,49.975,244.05,95,160,"Previsto","CAMPINAS","srag",2024-07-23
645,2024-08-06,NA,12,7,1,27,4,11,"Previsto","CAMPINAS","covid",2024-08-14
189,2024-08-07,NA,12,215,116.975,421.075,176,277,"Previsto","CAMPINAS","srag",2024-08-14
646,2024-08-08,NA,12,8,1,35,5,13,"Previsto","CAMPINAS","covid",2024-08-21
189,2024-08-16,NA,12,94,19,238.075,61,130,"Previsto","CAMPINAS","srag",2024-08-21
645,2024-08-21,NA,12,30,7,149,19,49,"Previsto","CAMPINAS","covid",2024-08-28
189,2024-08-22,NA,12,310,163.85,547.075,253,372,"Previsto","CAMPINAS","srag",2024-08-28
646,2024-08-27,NA,12,32,7,94,21,45,"Previsto","CAMPINAS","covid",2024-09-03
189,2024-08-28,NA,12,330,195.95,584.275,278.75,392.25,"Previsto","CAMPINAS","srag",2024-09-03
645,2024-09-04,NA,12,51,15,147.075,36,72,"Previsto","CAMPINAS","covid",2024-09-11
189,2024-09-05,NA,12,287.5,155.975,468,243,338.25,"Previsto","CAMPINAS","srag",2024-09-11
646,2024-09-11,NA,12,63,15,160,43,87,"Previsto","CAMPINAS","covid",2024-09-18
189,2024-09-11,NA,12,242.5,130,418.025,203,285,"Previsto","CAMPINAS","srag",2024-09-18
647,2024-09-19,NA,12,14,2,66.025,8,24,"Previsto","CAMPINAS","covid",2024-09-25
189,2024-09-19,NA,12,248,161,369.1,217.75,281,"Previsto","CAMPINAS","srag",2024-09-25
648,2024-09-25,NA,12,5,0,29,2,11,"Previsto","CAMPINAS","covid",2024-10-02
189,2024-09-25,NA,12,142,79.975,231,117.75,168.25,"Previsto","CAMPINAS","srag",2024-10-02
336,2023-05-17,11,12,1,0,15,0,2,"Previsto","FRANCA","covid",2023-05-31
104,2023-05-24,11,12,21,2,203.1,10,42,"Previsto","FRANCA","srag",2023-05-31
336,2023-05-17,11,12,1,0,17,0,3,"Previsto","FRANCA","covid",2023-06-06
104,2023-05-30,11,12,35,6,183.025,21,62,"Previsto","FRANCA","srag",2023-06-06
336,2023-05-17,11,12,1,0,17,0,2,"Previsto","FRANCA","covid",2023-06-14
104,2023-06-14,11,12,4,0,30.025,2,9,"Previsto","FRANCA","srag",2023-06-14
334,2023-06-02,11,12,1,0,7,0,2,"Previsto","FRANCA","covid",2023-06-20
104,2023-06-13,11,12,18,3.975,117.025,12,31,"Previsto","FRANCA","srag",2023-06-20
336,2023-06-20,11,12,0,0,92,0,1,"Previsto","FRANCA","covid",2023-07-06
104,2023-06-29,11,12,9,1,40.025,5,16,"Previsto","FRANCA","srag",2023-07-06
336,2023-07-07,11,12,5,0,86,2,11,"Previsto","FRANCA","covid",2023-07-19
104,2023-07-12,11,12,10,2,38,6,15,"Previsto","FRANCA","srag",2023-07-19
335,2023-07-15,11,11,1,0,23.025,0,4,"Previsto","FRANCA","covid",2023-07-25
104,2023-07-17,11,12,9,1,66,5,15,"Previsto","FRANCA","srag",2023-07-25
336,2023-07-26,11,12,2,0,23.025,1,5,"Previsto","FRANCA","covid",2023-08-02
104,2023-07-26,11,12,6,0,19.025,3,9,"Previsto","FRANCA","srag",2023-08-02
335,2023-07-26,11,12,2,0,21.025,1,4,"Previsto","FRANCA","covid",2023-08-08
104,2023-07-29,11,12,6,1,21,3,9.25,"Previsto","FRANCA","srag",2023-08-08
334,2023-07-26,11,12,2,0,20,1,4.25,"Previsto","FRANCA","covid",2023-08-16
104,2023-08-08,11,12,5,0,17,2,7,"Previsto","FRANCA","srag",2023-08-16
335,2023-08-16,11,12,2,0,23.05,1,5,"Previsto","FRANCA","covid",2023-08-23
104,2023-08-16,11,12,4,0,19,2,7,"Previsto","FRANCA","srag",2023-08-23
336,2023-08-18,11,12,3,0,29,1,5,"Previsto","FRANCA","covid",2023-08-30
104,2023-08-23,11,12,6,1,25,4,10,"Previsto","FRANCA","srag",2023-08-30
336,2023-09-02,11,12,5,0,42.05,3,10,"Previsto","FRANCA","covid",2023-09-06
104,2023-08-30,11,12,7,0,27,4,11,"Previsto","FRANCA","srag",2023-09-06
335,2023-09-06,11,11,4,0,24.025,2,7,"Previsto","FRANCA","covid",2023-09-19
104,2023-09-12,11,12,9,1,36.05,6,15,"Previsto","FRANCA","srag",2023-09-19
336,2023-09-20,11,12,7,1,36,4,13,"Previsto","FRANCA","covid",2023-09-27
104,2023-09-27,11,12,8,1,28.025,5,12,"Previsto","FRANCA","srag",2023-09-27
334,2023-10-06,11,12,12,2,62.05,7,20,"Previsto","FRANCA","covid",2023-10-06
104,2023-10-06,11,12,12,2,41.0749999999999,8,19,"Previsto","FRANCA","srag",2023-10-06
333,2023-10-03,11,12,17,2,105.125,10,32,"Previsto","FRANCA","covid",2023-10-11
104,2023-10-11,11,12,8,1,25,5,13,"Previsto","FRANCA","srag",2023-10-11
335,2023-10-18,11,12,10,2,30.025,6,15,"Previsto","FRANCA","covid",2023-10-18
104,2023-10-18,11,12,9,1,34,5,13.25,"Previsto","FRANCA","srag",2023-10-18
336,2023-10-20,11,12,17,4.975,58.0999999999999,11,25,"Previsto","FRANCA","covid",2023-10-20
104,2023-10-20,11,12,11,0,47.05,6,17,"Previsto","FRANCA","srag",2023-10-20
336,2023-10-18,11,12,19,5,104.05,13,29,"Previsto","FRANCA","covid",2023-10-25
104,2023-10-18,11,12,15,3,59.0749999999999,9,23,"Previsto","FRANCA","srag",2023-10-25
336,2023-11-01,11,12,11,2,34,7,16,"Previsto","FRANCA","covid",2023-11-01
104,2023-11-01,11,12,12,2,34,8,17,"Previsto","FRANCA","srag",2023-11-01
336,2023-10-31,11,12,22,4,93.05,14,34,"Previsto","FRANCA","covid",2023-11-08
104,2023-11-01,11,12,12,2,33.025,8,18,"Previsto","FRANCA","srag",2023-11-08
336,2023-11-03,11,12,13,2,33,8,18,"Previsto","FRANCA","covid",2023-11-13
104,2023-11-03,11,12,13,2,38.025,8,19,"Previsto","FRANCA","srag",2023-11-13
336,2023-11-24,11,12,10,1,53.025,5,17,"Previsto","FRANCA","covid",2023-11-29
104,2023-11-22,11,12,6,0,34,3,10,"Previsto","FRANCA","srag",2023-11-29
336,2023-11-29,11,12,3,0,23.025,1,7,"Previsto","FRANCA","covid",2023-12-06
104,2023-11-29,11,12,2,0,14,1,5,"Previsto","FRANCA","srag",2023-12-06
336,2023-11-28,11,12,6,0,38.0999999999999,3,11,"Previsto","FRANCA","covid",2023-12-13
104,2023-11-28,11,12,3,0,14,1,5,"Previsto","FRANCA","srag",2023-12-13
336,2023-12-16,11,12,2,0,13,1,4,"Previsto","FRANCA","covid",2023-12-20
104,2023-12-13,11,12,4,0,20,2,7,"Previsto","FRANCA","srag",2023-12-20
335,2023-12-20,11,12,1,0,7,0,2,"Previsto","FRANCA","covid",2023-12-27
104,2023-12-20,11,12,3,0,14,1,5,"Previsto","FRANCA","srag",2023-12-27
335,2023-12-20,11,12,1,0,7,0,2,"Previsto","FRANCA","covid",2024-01-03
104,2023-12-20,11,12,3,0,13,2,5,"Previsto","FRANCA","srag",2024-01-03
336,2024-01-13,11,12,12,0,905.774999999999,4,44.25,"Previsto","FRANCA","covid",2024-01-17
104,2024-01-13,11,12,8,0,185.275,3,20,"Previsto","FRANCA","srag",2024-01-17
336,2024-01-19,11,12,2,0,18.025,0,4,"Previsto","FRANCA","covid",2024-01-31
104,2024-01-23,11,12,4,0,27,2,7,"Previsto","FRANCA","srag",2024-01-31
694,2024-02-03,NA,11,4,0,43,1,8,"Previsto","FRANCA","covid",2024-02-07
215,2024-02-03,NA,12,5,0,29.025,2,8,"Previsto","FRANCA","srag",2024-02-07
692,2024-02-03,NA,11,3,0,40.1499999999999,1,8,"Previsto","FRANCA","covid",2024-02-14
215,2024-02-15,NA,12,2,0,19,1,5,"Previsto","FRANCA","srag",2024-02-14
692,2024-02-10,NA,11,1.5,0,14,0,4,"Previsto","FRANCA","covid",2024-02-21
215,2024-02-13,NA,12,5,0,40.0749999999999,2,9,"Previsto","FRANCA","srag",2024-02-21
692,2024-02-17,NA,11,1,0,17,0,3,"Previsto","FRANCA","covid",2024-02-28
215,2024-02-25,NA,12,10,1,74.05,6,17,"Previsto","FRANCA","srag",2024-02-28
333,2024-02-27,11,12,1,0,28.025,0,3,"Previsto","FRANCA","covid",2024-03-06
104,2024-03-06,11,12,7,0,42.025,4,13,"Previsto","FRANCA","srag",2024-03-06
333,2024-02-28,11,12,1,0,11,0,3,"Previsto","FRANCA","covid",2024-03-13
103,2024-03-06,11,12,5,0,29.05,2,9,"Previsto","FRANCA","srag",2024-03-13
692,2024-03-01,NA,11,2,0,21.025,1,5,"Previsto","FRANCA","covid",2024-03-18
215,2024-03-11,NA,12,6,0,29.025,3,10,"Previsto","FRANCA","srag",2024-03-18
692,2024-03-12,NA,10,3,0,22.025,1,5,"Previsto","FRANCA","covid",2024-03-20
215,2024-03-12,NA,12,6,0,29.025,3,11,"Previsto","FRANCA","srag",2024-03-20
693,2024-03-20,NA,11,2,0,22.025,1,5,"Previsto","FRANCA","covid",2024-03-27
215,2024-03-20,NA,12,9,0,43,5,16,"Previsto","FRANCA","srag",2024-03-27
693,2024-03-31,NA,11,12,0,112.175,6,23,"Previsto","FRANCA","covid",2024-04-10
215,2024-04-02,NA,12,21,1,102.05,10,37,"Previsto","FRANCA","srag",2024-04-10
