"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
1,2022-11-30,34,17,62,28,41,32,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
2,2022-12-07,30,14,49,25,36,29,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
3,2022-12-14,26,11,44,21,31,31,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
4,2022-12-21,22,10,37,17,26,24,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
5,2022-12-28,18,7,29.025,14,21,19,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
6,2023-01-04,13,5,24,10,16,14,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
7,2023-01-11,10,3,21,8,13,14,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
8,2023-01-18,8,2,18,5,11,2,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
9,2023-01-25,7,2,16,5,9,2,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
10,2023-02-01,6,1,14.025,4,9,7,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
11,2023-02-08,7,1,14,5,9,3,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
12,2023-02-15,7,2,15,5,9,10,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
13,2023-02-22,7,2,15,5,10,12,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
14,2023-03-01,7,2,16,5,10,7,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
15,2023-03-08,7,2,14.025,5,9,9,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
16,2023-03-15,6,1,13,4,8,8,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
17,2023-03-22,6,1,13,4,8,3,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
18,2023-03-29,5,1,12,3,7,7,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
19,2023-04-05,4,1,10,3,6,5,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
20,2023-04-12,4,0,9,2,5,4,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
21,2023-04-19,3,0,8,2,5,2,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
22,2023-04-26,3,0,7,2,4,1,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
23,2023-05-03,2,0,7,1,4,4,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
24,2023-05-10,2,0,7,1,3,3,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
25,2023-05-17,2,0,6,1,3,1,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
26,2023-05-24,2,0,6,1,3,2,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
27,2023-05-31,2,0,6,1,3,1,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
28,2023-06-07,1,0,5,1,3,4,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
29,2023-06-14,2,0,5,1,3,1,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
30,2023-06-21,1,0,5,1,3,1,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
31,2023-06-28,1,0,5,0,2,2,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
32,2023-07-05,1,0,6,0,2.25,NA,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
33,2023-07-12,1,0,8,0,2,NA,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
34,2023-07-19,1,0,13,0,3,NA,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
35,2023-07-26,1,0,20.025,0,3,NA,2023-08-02,"ARAÇATUBA","30","covid","corte 3 semanas"
1,2022-11-30,38,19,81,31,46,32,2023-08-02,"ARARAQUARA","30","covid","corte 3 semanas"
2,2022-12-07,39,19,63.025,32,47,42,2023-08-02,"ARARAQUARA","30","covid","corte 3 semanas"
3,2022-12-14,35,16,60,28,42,42,2023-08-02,"ARARAQUARA","30","covid","corte 3 semanas"
4,2022-12-21,27,12,45,21,32,23,2023-08-02,"ARARAQUARA","30","covid","corte 3 semanas"
5,2022-12-28,19,9,33.025,15,24,26,2023-08-02,"ARARAQUARA","30","covid","corte 3 semanas"
