"Time","date_onset","Median","LI","LS","LIb","LSb","obs_naive","base","DRS","widw","virus","tipo"
1,2023-01-03,10,3,24.025,7,14,14,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
2,2023-01-10,9,2,20,6,12,14,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
3,2023-01-17,8,2,17.025,5,10,2,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
4,2023-01-24,7,2,16,5,10,2,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
5,2023-01-31,7,2,17,5,9,7,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
6,2023-02-07,7,1,15,5,9,3,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
7,2023-02-14,7,2,15,5,10,10,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
8,2023-02-21,7,2,16,5,10,12,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
9,2023-02-28,7,2,16,5,10,7,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
10,2023-03-07,7,1,15,5,9,9,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
11,2023-03-14,6,1,14,4,8,8,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
12,2023-03-21,5,1,12,4,8,3,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
13,2023-03-28,5,1,11,3,7,7,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
14,2023-04-04,4,0,11,3,6,5,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
15,2023-04-11,4,0,9.02499999999998,2,5,4,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
16,2023-04-18,3,0,9,2,5,2,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
17,2023-04-25,3,0,8,2,4,1,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
18,2023-05-02,3,0,7,2,4,4,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
19,2023-05-09,2,0,7,1,4,3,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
20,2023-05-16,2,0,7,1,4,2,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
21,2023-05-23,2,0,7,1,4,3,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
22,2023-05-30,2,0,6,1,3,1,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
23,2023-06-06,2,0,6,1,3,4,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
24,2023-06-13,2,0,6,1,3,1,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
25,2023-06-20,2,0,6,1,3,1,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
26,2023-06-27,2,0,6,1,3,2,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
27,2023-07-04,2,0,6,1,3,2,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
28,2023-07-11,2,0,6,1,3,3,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
29,2023-07-18,2,0,6,1,3,3,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
30,2023-07-25,2,0,6,1,3,1,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
31,2023-08-01,2,0,6,1,3,2,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
32,2023-08-08,2,0,7,1,3,NA,2023-09-06,"ARAÇATUBA","30","covid","corte 3 semanas"
